IMG_5400.JPG,"2017:10:04","17:17:00",60.169640,24.952080
IMG_5402.JPG,"2017:10:04","17:24:33",60.169209,24.958221
IMG_5403.JPG,"2017:10:04","17:28:46",60.168415,24.959023
IMG_5404.JPG,"2017:10:04","17:28:52",60.168388,24.959167
IMG_5406.JPG,"2017:10:04","17:55:38",60.166897,24.954056
IMG_5407.JPG,"2017:10:04","17:55:46",60.166920,24.953823
IMG_5408.JPG,"2017:10:04","17:55:51",60.166901,24.953894
IMG_5410.JPG,"2017:10:04","18:14:42",60.167297,24.952269
IMG_5412.JPG,"2017:10:05","14:05:06",60.145561,24.960030
IMG_5413.JPG,"2017:10:05","14:05:12",60.145081,24.987448
IMG_5414.JPG,"2017:10:05","14:06:24",60.144745,24.987053
IMG_5415.JPG,"2017:10:05","14:14:37",60.141766,24.987944
IMG_5416.JPG,"2017:10:05","14:14:45",60.141766,24.987944
IMG_5418.JPG,"2017:10:05","14:33:11",60.126381,24.981117
IMG_5419.JPG,"2017:10:05","14:37:47",60.138393,24.989553
IMG_5421.JPG,"2017:10:05","14:39:42",60.138355,24.988789
IMG_5422.JPG,"2017:10:05","14:47:02",60.141068,24.985233
IMG_5423.JPG,"2017:10:05","15:11:22",60.165966,24.957178
